(current_cut)_Total_COIN_Triggers,(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_3/4_Triggers,Accepted_COIN_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,COIN_CPULT,COIN_Trigger_Rate,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_Cal_ALL_Elec_Eff,HMS_Cal_COIN_Elec_Eff,HMS_Cal_SING_Elec_Eff,HMS_Cer_ALL_Elec_Eff,HMS_Cer_COIN_Elec_Eff,HMS_Cer_SING_Elec_Eff,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_COIN_TRACK_EFF,HMS_Elec_SING_TRACK_EFF,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Pre-Scaled_COIN_Triggers,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_3/4_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_3/4_Trigger_Rate,SHMS_Aero_ALL_Prot_Eff,SHMS_Aero_COIN_Prot_Eff,SHMS_Aero_SING_Prot_Eff,SHMS_Angle,SHMS_CPULT,SHMS_HGC_ALL_Prot_Eff,SHMS_HGC_COIN_Prot_Eff,SHMS_HGC_SING_Prot_Eff,SHMS_Hadron_ALL_TRACK_EFF,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Prot_ALL_TRACK_EFF,SHMS_Prot_COIN_TRACK_EFF,SHMS_Prot_SING_TRACK_EFF,SHMS_Run_Length,Target_Mass_(amu),Total_COIN_Triggers,Total_HMS_EL-REAL_Triggers,Total_SHMS_3/4_Triggers,COIN_CPULT_ERROR,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_COIN_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_COIN_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff_ERROR,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_COIN_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF_ERROR,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,SHMS_Aero_ALL_Prot_Eff_ERROR,SHMS_Aero_COIN_Prot_Eff_ERROR,SHMS_Aero_SING_Prot_Eff_ERROR,SHMS_CPULT_ERROR,SHMS_HGC_ALL_Prot_Eff_ERROR,SHMS_HGC_COIN_Prot_Eff_ERROR,SHMS_HGC_SING_Prot_Eff_ERROR,SHMS_Hadron_ALL_TRACK_EFF_ERROR,SHMS_Prot_ALL_TRACK_EFF_ERROR,SHMS_Prot_COIN_TRACK_EFF_ERROR,SHMS_Prot_SING_TRACK_EFF_ERROR
4679.0,9637.0,4471388.0,6870.0,11842.0,898990.0,28.953,65.866,28.969,43.903,439.57,439.57,9.176808,0.9994,0.011,6573.0,31.645,1.0,0.9893,1.0,0.988,0.9964,1.0,0.9957,0.022,0.9969,1.0,0.9963,0.997189,0.724356,1.0,0.998181,0.991358,0.732002,1.0,0.997684,48.239,21204421.0,3.738,0.000511,439.57,0.9993,0.9993,0.0,0.0,1491326.0,3.0,1.0,1.0,0.0,0.0,1.0,11861.0,10.172,0.2296,0.3882,0.2249,18.125,0.2009,0.8302,0.9892,0.8234,0.7551,0.998222,0.931455,0.977612,0.97973,0.988889,0.983425,0.999546,0.999816,321.375,141266721.0,6.265,0.938272,0.9822,0.9896,0.9817,439.57,1.007276,4679.0,9637.0,4471388.0,0.0003,0.0002,0.0025,0.0,0.0029,0.0015,0.0,0.0017,0.0015,0.0,0.0018,0.0003,0.0003,0.0046,0.0317,0.0047,0.0002,0.0079,0.0107,0.0082,0.0019,0.0037,0.0104,0.0039
3038.0,5354.0,2018635.0,3848.0,6165.0,404940.0,13.446,46.543,13.466,36.277,288.901,288.901,9.176808,0.9974,0.011,3689.0,31.645,0.9966,0.987,1.0,0.9843,0.9974,0.9926,0.9984,0.019,0.9951,0.975,1.0,0.996922,0.747786,0.998742,0.993711,0.994962,0.757282,0.999992,0.998777,34.696,10023623.0,3.738,0.000511,288.901,0.9965,0.9965,0.0,0.0,673757.0,3.0,1.0,1.0,0.0,0.0,1.0,11863.0,6.987,0.2323,0.3281,0.2289,18.125,0.2003,0.8509,1.0,0.8446,0.7437,0.998393,0.928024,1.0,0.971831,0.964286,0.990291,1.0,0.999653,229.318,66250088.0,6.265,0.938272,0.9884,1.0,0.9876,288.901,1.007276,3038.0,5354.0,2018635.0,0.0008,0.0003,0.0041,0.0,0.0049,0.0019,0.0073,0.0016,0.0028,0.0143,0.0,0.0009,0.0009,0.0068,0.0415,0.0069,0.0003,0.0109,0.0,0.0114,0.0028,0.0043,0.0,0.0047
5163.0,9747.0,4097362.0,7636.0,12233.0,823883.0,26.695,54.114,26.713,36.189,493.317,489.315,9.176808,0.9995,0.011,7352.0,31.645,0.9989,0.9903,1.0,0.9884,0.9972,1.0,0.9966,0.02,0.9973,0.9948,0.9978,0.996296,0.699455,0.998677,0.999338,0.989312,0.708418,0.999999,0.996884,39.85,19658463.0,3.738,0.000511,493.317,0.9992,0.9992,0.0,0.0,1366977.0,3.0,1.0,1.0,0.0,0.0,1.0,11864.0,8.374,0.234,0.3393,0.2309,18.125,0.2009,0.8307,1.0,0.8244,0.7501,0.996357,0.895164,1.0,0.977099,0.965517,0.948864,1.0,0.998237,267.786,131031386.0,6.265,0.938272,0.9835,1.0,0.9823,489.315,1.007276,5163.0,9747.0,4097362.0,0.0003,0.0002,0.0026,0.0,0.0031,0.0014,0.0,0.0017,0.0016,0.0052,0.0016,0.0003,0.0003,0.0049,0.0316,0.0049,0.0002,0.0081,0.0,0.0084,0.002,0.0038,0.0,0.004
5272.0,10801.0,4908313.0,5582.0,11103.0,983700.0,31.557,63.946,31.559,60.044,493.491,493.491,9.176808,0.9982,0.011,5228.0,31.645,0.9984,0.9904,0.9968,0.9898,0.996,0.9968,0.9959,0.022,0.9956,0.9886,0.9973,0.997097,0.726303,0.999443,0.996711,0.992973,0.734266,0.999998,0.998133,46.523,22958478.0,3.738,0.000511,493.491,0.9982,0.9982,0.0,0.0,1636234.0,3.0,1.0,1.0,0.0,0.0,1.0,11865.0,9.946,0.2302,0.3658,0.2256,18.125,0.2004,0.8388,1.0,0.8314,0.755,0.998648,0.935315,1.0,0.987879,0.976378,0.969697,1.0,0.999284,311.863,153901437.0,6.265,0.938272,0.9861,0.9902,0.9858,493.491,1.007276,5272.0,10801.0,4908313.0,0.0006,0.0002,0.0023,0.0032,0.0026,0.0015,0.0032,0.0017,0.0018,0.0065,0.0016,0.0006,0.0006,0.0044,0.0279,0.0045,0.0002,0.0074,0.0,0.0077,0.0018,0.0031,0.0098,0.0032
2787.0,5886.0,2800906.0,2772.0,5841.0,558215.0,6.555,69.227,6.555,69.227,94.683,259.71,9.176808,0.9946,0.011,2572.0,31.645,0.9924,0.988,1.0,0.9856,0.997,0.9939,0.9976,0.023,1.0,1.0,1.0,0.997419,0.732763,1.0,1.0,0.99007,0.740113,1.0,0.997419,50.301,4762676.0,3.738,0.000511,94.683,0.9938,0.9938,0.0,0.0,933635.0,3.0,1.0,1.0,0.0,0.0,1.0,11866.0,10.785,0.2421,0.3091,0.2399,18.125,0.1993,0.8388,1.0,0.833,0.7572,0.997689,0.916918,1.0,0.966667,0.981818,0.966102,1.0,0.999384,336.436,87375953.0,6.265,0.938272,0.9844,1.0,0.9834,259.71,1.007276,2787.0,5886.0,2800906.0,0.0014,0.0002,0.0034,0.0,0.0041,0.0017,0.006,0.0017,0.0,0.0,0.0,0.0015,0.0015,0.006,0.036,0.0061,0.0002,0.0096,0.0,0.0099,0.0024,0.0043,0.0,0.0046
9655.0,19527.0,8997550.0,10665.0,20545.0,1806075.0,57.954,63.876,57.971,57.417,907.29,907.295,9.176808,0.9993,0.011,10058.0,31.645,0.9993,0.9912,1.0,0.9899,0.9951,0.9981,0.9946,0.022,0.9988,1.0,0.9986,0.99656,0.719153,0.999387,0.998192,0.989802,0.728325,0.999999,0.997229,46.714,42383262.0,3.738,0.000511,907.29,0.9997,0.9997,0.0,0.0,2999789.0,3.0,1.0,1.0,0.0,0.0,1.0,11867.0,9.917,0.2359,0.324,0.233,18.125,0.2007,0.8474,0.9939,0.8421,0.7534,0.998121,0.922667,0.992032,0.992982,0.979592,0.956164,0.999944,0.999105,311.363,282497986.0,6.265,0.938272,0.9792,0.9872,0.9787,907.295,1.007276,9655.0,19527.0,8997550.0,0.0003,0.0001,0.0016,0.0,0.0019,0.0012,0.0019,0.0014,0.0007,0.0,0.0008,0.0002,0.0002,0.0033,0.0209,0.0034,0.0001,0.0053,0.0061,0.0055,0.0013,0.0027,0.009,0.0029
7882.0,16717.0,7961443.0,7892.0,16731.0,1598048.0,50.916,69.299,50.916,69.299,734.727,736.728,9.176808,1.0013,0.011,7353.0,31.645,1.0008,0.9908,0.9979,0.9894,0.9945,1.0,0.9934,0.023,0.9974,0.9976,0.9973,0.996864,0.742719,0.999006,0.997711,0.990695,0.752162,0.999998,0.997694,50.524,37121077.0,3.738,0.000511,734.727,1.0016,1.0016,0.0,0.0,2653814.0,3.0,1.0,1.0,0.0,0.0,1.0,11868.0,10.806,0.2353,0.3671,0.2311,18.125,0.2007,0.8381,1.0,0.8312,0.7528,0.997079,0.91099,0.982379,0.988722,0.972222,0.964706,0.999801,0.99902,336.972,248256183.0,6.265,0.938272,0.9853,1.0,0.9842,736.728,1.007276,7882.0,16717.0,7961443.0,0.0,0.0001,0.0018,0.0021,0.0021,0.0014,0.0,0.0016,0.0011,0.0024,0.0012,0.0,0.0,0.0036,0.0229,0.0036,0.0001,0.0058,0.0,0.0061,0.0014,0.0025,0.0,0.0027
10724.0,22400.0,10616948.0,11038.0,22713.0,2128530.0,68.085,67.466,68.087,65.64,1009.179,1005.092,9.176808,0.9993,0.011,10332.0,31.645,0.9995,0.991,0.9951,0.9903,0.9974,1.0,0.9969,0.022,0.9983,0.9963,0.9988,0.996727,0.73237,0.999493,0.997744,0.990144,0.741709,0.999999,0.997454,49.453,49906629.0,3.738,0.000511,1009.179,0.9996,0.9996,0.0,0.0,3539508.0,3.0,1.0,1.0,0.0,0.0,1.0,11870.0,10.563,0.2345,0.3092,0.2322,18.125,0.2005,0.8449,0.9943,0.8398,0.7527,0.997952,0.927067,0.978799,0.983278,0.983607,0.97931,0.999645,0.999661,329.182,330857619.0,6.265,0.938272,0.9789,1.0,0.9777,1005.092,1.007276,10724.0,22400.0,10616948.0,0.0003,0.0001,0.0015,0.0028,0.0017,0.0008,0.0,0.001,0.0007,0.0026,0.0007,0.0002,0.0002,0.003,0.0194,0.0031,0.0001,0.0049,0.0057,0.0051,0.0012,0.0026,0.0,0.0027
9631.0,19843.0,9099746.0,10561.0,20772.0,1823636.0,54.975,64.284,54.993,57.916,855.192,904.481,9.176808,0.9991,0.011,9945.0,31.645,0.9989,0.9917,0.9981,0.9905,0.9961,0.9981,0.9958,0.022,0.9981,1.0,0.9977,0.99676,0.726998,0.99941,0.998539,0.989817,0.735986,0.999999,0.997311,47.318,40465761.0,3.738,0.000511,855.192,0.999,0.999,0.0,0.0,3033758.0,3.0,1.0,1.0,0.0,0.0,1.0,11871.0,10.061,0.2364,0.3281,0.2335,18.125,0.2004,0.8503,1.0,0.8449,0.7535,0.995717,0.893065,0.98419,0.980198,0.965347,0.958974,0.999687,0.998578,314.323,284299134.0,6.265,0.938272,0.9826,0.9938,0.9819,904.481,1.007276,9631.0,19843.0,9099746.0,0.0003,0.0001,0.0016,0.0019,0.0018,0.0011,0.0019,0.0012,0.0008,0.0,0.001,0.0003,0.0003,0.0033,0.0208,0.0033,0.0001,0.0053,0.0,0.0054,0.0013,0.0025,0.0062,0.0026
9815.0,20147.0,9243429.0,11375.0,21715.0,1854871.0,59.428,64.583,59.44,55.307,920.185,918.18,9.176808,1.0001,0.011,10708.0,31.645,0.9998,0.9913,0.9964,0.9902,0.9961,0.9964,0.996,0.022,0.9969,0.9979,0.9966,0.996133,0.712731,0.999427,0.998869,0.987791,0.722772,0.999999,0.996615,47.346,43566992.0,3.738,0.000511,920.185,0.9998,0.9998,0.0,0.0,3081771.0,3.0,1.0,1.0,0.0,0.0,1.0,11872.0,10.067,0.2336,0.3039,0.2312,18.125,0.2006,0.8389,0.9939,0.8332,0.7544,0.998103,0.92349,0.988417,0.990066,0.986175,0.956916,0.999885,0.999404,314.306,288589491.0,6.265,0.938272,0.9832,1.0,0.9822,918.18,1.007276,9815.0,20147.0,9243429.0,0.0,0.0001,0.0016,0.0025,0.0019,0.0011,0.0025,0.0012,0.0011,0.0021,0.0013,0.0001,0.0001,0.0033,0.0199,0.0033,0.0001,0.0054,0.0061,0.0056,0.0013,0.0024,0.0,0.0026
8965.0,17995.0,7996953.0,10459.0,19451.0,1599656.0,51.657,61.153,51.674,51.921,844.715,842.704,9.176808,0.9977,0.011,9890.0,31.645,0.9963,0.9917,0.9979,0.9905,0.9948,1.0,0.9938,0.021,0.9991,1.0,0.9989,0.997208,0.730566,0.999323,0.997065,0.99299,0.73839,0.999998,0.998166,44.996,38008699.0,3.738,0.000511,844.715,0.9968,0.9968,0.0,0.0,2666626.0,3.0,1.0,1.0,0.0,0.0,1.0,11873.0,9.49,0.2364,0.3459,0.2329,18.125,0.2,0.8394,0.9936,0.8335,0.7526,0.996248,0.893848,0.987013,0.991837,0.965909,0.945289,0.999894,0.998135,297.532,250731719.0,6.265,0.938272,0.9798,0.9865,0.9794,842.704,1.007276,8965.0,17995.0,7996953.0,0.0005,0.0001,0.0017,0.0021,0.002,0.0013,0.0,0.0016,0.0006,0.0,0.0008,0.0005,0.0005,0.0035,0.0224,0.0035,0.0001,0.0057,0.0063,0.0059,0.0014,0.0029,0.0095,0.003
8685.0,17373.0,7708943.0,11793.0,20480.0,1544869.0,49.68,60.684,49.703,43.995,818.659,814.65,9.176808,0.9975,0.011,11235.0,31.645,0.997,0.9941,0.9959,0.9937,0.9965,0.9959,0.9966,0.021,0.9973,0.9976,0.9973,0.996114,0.717705,0.999311,0.996929,0.98954,0.728028,0.999998,0.997155,44.632,36538330.0,3.738,0.000511,818.659,0.9972,0.9972,0.0,0.0,2571033.0,3.0,1.0,1.0,0.0,0.0,1.0,11874.0,9.463,0.2367,0.3233,0.2338,18.125,0.2003,0.8377,0.9804,0.832,0.7517,0.997389,0.91438,0.969163,0.996226,0.977778,0.968571,0.999884,0.999302,296.224,241319005.0,6.265,0.938272,0.977,1.0,0.9754,814.65,1.007276,8685.0,17373.0,7708943.0,0.0005,0.0001,0.0014,0.0029,0.0016,0.0011,0.0029,0.0012,0.0011,0.0024,0.0012,0.0004,0.0004,0.0036,0.0217,0.0036,0.0001,0.0058,0.0112,0.006,0.0014,0.0031,0.0,0.0033
15061.0,30995.0,14413047.0,18820.0,34780.0,130648.0,92.731,65.996,92.766,52.045,1405.097,1405.097,9.176808,0.9999,0.011,17762.0,31.645,0.9999,0.9923,0.9966,0.9914,0.9964,0.9989,0.9959,0.022,0.9968,0.9974,0.9967,0.996316,0.722508,0.998685,0.996637,0.990988,0.732502,0.999996,0.997589,48.273,67828333.0,3.738,0.000511,1405.097,1.0,1.0,0.0,0.0,1802300.0,8.0,1.0,1.0,0.0,0.0,1.0,11875.0,10.258,0.267,0.3109,0.2287,18.125,0.0091,0.9202,0.9962,0.8429,0.7837,0.992569,0.861011,0.973214,0.976987,0.951567,0.951638,0.999384,0.997658,319.173,448468635.0,6.265,0.938272,0.9848,0.9881,0.9787,1405.097,1.007276,15061.0,30995.0,14413047.0,0.0001,0.0,0.0012,0.0019,0.0014,0.0008,0.0011,0.001,0.0009,0.0018,0.001,0.0,0.0,0.0104,0.0159,0.0135,0.0,0.0118,0.0038,0.0225,0.0048,0.0062,0.0068,0.0122
14670.0,30015.0,13505408.0,19250.0,34628.0,124047.0,87.115,63.255,87.159,47.452,1377.194,1377.194,9.176808,1.0,0.011,18304.0,31.645,0.9999,0.9911,0.9988,0.9896,0.9967,1.0,0.996,0.022,0.9977,0.9971,0.9978,0.996152,0.722817,0.999036,0.996959,0.989655,0.733308,0.999997,0.997241,46.449,63969849.0,3.738,0.000511,1377.194,1.0,1.0,0.0,0.0,1689024.0,8.0,1.0,1.0,0.0,0.0,1.0,11876.0,9.806,0.2715,0.3316,0.2223,18.125,0.0092,0.9154,0.9961,0.8333,0.7736,0.998179,0.926326,0.994937,0.990783,0.971698,0.967071,0.999953,0.999068,306.278,421804725.0,6.265,0.938272,0.9975,1.0,0.9932,1377.194,1.007276,14670.0,30015.0,13505408.0,0.0,0.0,0.0013,0.0012,0.0015,0.0008,0.0,0.001,0.0008,0.002,0.0008,0.0,0.0,0.0106,0.0169,0.0134,0.0,0.0122,0.0039,0.0232,0.005,0.0025,0.0,0.0068
18291.0,38062.0,17555467.0,19952.0,39732.0,156146.0,112.876,65.945,112.896,60.107,1711.671,1711.671,9.176808,1.0001,0.011,18720.0,31.645,1.0,0.9906,0.9962,0.9895,0.9957,0.999,0.9951,0.022,0.9973,0.9978,0.9972,0.996907,0.729459,0.998663,0.997766,0.991819,0.738109,0.999997,0.997858,48.263,82610416.0,3.738,0.000511,1711.671,1.0001,1.0001,0.0,0.0,2194817.0,8.0,1.0,1.0,0.0,0.0,1.0,11877.0,10.256,0.2859,0.3444,0.2355,18.125,0.0089,0.9082,0.9971,0.8213,0.7854,0.997852,0.922308,0.987578,0.989691,0.978208,0.96466,0.999872,0.99923,318.918,545882268.0,6.265,0.938272,0.9921,0.9941,0.9879,1711.671,1.007276,18291.0,38062.0,17555467.0,0.0,0.0,0.0012,0.0019,0.0014,0.0008,0.001,0.0009,0.0007,0.0015,0.0008,0.0,0.0,0.0096,0.0151,0.0122,0.0,0.0109,0.0029,0.0206,0.0043,0.0039,0.0041,0.0085
20567.0,42025.0,19180247.0,23224.0,44706.0,172008.0,123.529,64.117,123.56,56.334,1926.607,1926.607,9.176808,1.0,0.011,21857.0,31.645,1.0,0.9927,0.9991,0.9914,0.9976,1.0,0.9971,0.022,0.9976,0.9979,0.9975,0.996503,0.719097,0.999154,0.997895,0.990128,0.728416,0.999998,0.997319,47.027,90602247.0,3.738,0.000511,1926.607,1.0,1.0,0.0,0.0,2398100.0,8.0,1.0,1.0,0.0,0.0,1.0,11878.0,9.955,0.2728,0.3257,0.2275,18.125,0.009,0.9209,0.9893,0.8487,0.7762,0.996411,0.902379,0.983306,0.981424,0.971739,0.962264,0.99969,0.998934,310.512,598235582.0,6.265,0.938272,0.9914,0.9971,0.9832,1926.607,1.007276,20567.0,42025.0,19180247.0,0.0,0.0,0.001,0.0009,0.0012,0.0006,0.0,0.0007,0.0007,0.0014,0.0007,0.0,0.0,0.009,0.0139,0.0115,0.0,0.01,0.0053,0.019,0.0042,0.0038,0.0029,0.0083
18773.0,25385.0,3100877.0,20252.0,26878.0,44170.0,69.574,37.011,69.594,34.311,1879.832,1879.832,9.176808,1.0,0.01,20212.0,31.645,1.0,0.9866,1.0,0.9865,0.9866,1.0,0.9864,0.014,0.9986,1.0,0.9986,0.997137,0.745516,0.999184,0.999591,0.9896,0.754274,1.0,0.997444,11.039,20750968.0,3.738,0.000511,1879.832,0.9999,0.9999,0.0,0.0,387877.0,8.0,1.0,1.0,0.0,0.0,1.0,11879.0,1.65,0.2739,0.2,0.2781,18.125,0.0142,0.9196,1.0,0.9252,0.7676,1.0,0.952381,1.0,1.0,1.0,0.952381,1.0,1.0,70.137,131845820.0,6.265,0.938272,1.0,1.0,1.0,1879.832,1.007276,18773.0,25385.0,3100877.0,0.0,0.0001,0.0027,0.0,0.0027,0.0027,0.0,0.0028,0.001,0.0,0.001,0.0,0.0,0.023,0.0894,0.0237,0.0001,0.0257,0.0,0.0254,0.0101,0.0,0.0,0.0
23037.0,184327.0,8466381.0,24991.0,186311.0,281816.0,109.383,68.442,109.402,60.99,1598.178,1598.178,9.176808,1.0001,0.014,17877.0,23.75,1.0001,0.9937,0.9985,0.9931,0.9973,0.9967,0.9974,0.115,0.9974,0.9986,0.9972,0.997388,0.7496,0.998839,0.997267,0.993176,0.757698,0.999997,0.998347,84.33,134774688.0,5.015,0.000511,1598.178,1.0001,1.0001,0.0,0.0,1411500.0,6.0,1.0,1.0,0.0,0.0,1.0,11880.0,5.298,0.3633,0.4231,0.2472,23.8,0.0333,0.9593,0.9939,0.8596,0.8316,0.998005,0.924013,0.992167,0.988805,0.977026,0.963999,0.999912,0.999173,205.078,327750511.0,5.015,0.13957,0.993,0.9941,0.9887,1598.178,1.007276,23037.0,184327.0,8466381.0,0.0,0.0001,0.0003,0.0005,0.0004,0.0002,0.0007,0.0002,0.0002,0.0005,0.0003,0.0,0.0,0.0051,0.0065,0.0079,0.0001,0.0034,0.0016,0.0119,0.0025,0.0015,0.0016,0.0042
24219.0,190004.0,8637620.0,27442.0,193289.0,289374.0,111.74,66.623,111.779,55.881,1677.187,1677.187,9.176808,1.0,0.014,19935.0,23.75,1.0001,0.9934,0.9983,0.9928,0.9976,0.9983,0.9975,0.113,0.9979,0.9986,0.9978,0.997509,0.752848,0.998947,0.997485,0.993219,0.7607,0.999997,0.998377,82.386,138177466.0,5.015,0.000511,1677.187,1.0001,1.0001,0.0,0.0,1440421.0,6.0,1.0,1.0,0.0,0.0,1.0,11881.0,5.15,0.3744,0.4272,0.262,23.8,0.0335,0.9581,0.9936,0.8536,0.8291,0.997701,0.918086,0.989323,0.991961,0.973307,0.961171,0.999914,0.998964,199.625,334808459.0,5.015,0.13957,0.9934,0.9956,0.9844,1677.187,1.007276,24219.0,190004.0,8637620.0,0.0,0.0001,0.0003,0.0005,0.0004,0.0002,0.0005,0.0002,0.0002,0.0005,0.0002,0.0,0.0,0.0051,0.0063,0.0081,0.0001,0.0034,0.0016,0.0118,0.0025,0.0014,0.0013,0.0049
7575.0,20148.0,634220.0,9613.0,22208.0,28620.0,24.641,32.832,24.669,25.829,750.508,750.508,9.176808,1.0,0.01,9518.0,23.75,0.9999,0.9833,0.9859,0.9833,0.9983,1.0,0.9983,0.027,0.9984,1.0,0.9984,0.998013,0.760236,0.999299,0.999325,0.992878,0.766743,1.0,0.998339,16.005,12012004.0,5.015,0.000511,750.508,1.0,1.0,0.0,0.0,106158.0,6.0,1.0,1.0,0.0,0.0,1.0,11882.0,0.845,0.4008,0.5,0.3846,23.8,0.0449,0.9552,1.0,0.9467,0.8302,1.0,0.982456,1.0,1.0,1.0,0.982456,1.0,1.0,39.564,29693457.0,5.015,0.13957,0.9916,1.0,0.9902,750.508,1.007276,7575.0,20148.0,634220.0,0.0,0.0003,0.0019,0.014,0.0019,0.0006,0.0,0.0006,0.0006,0.0,0.0007,0.0,0.0,0.0224,0.0635,0.0239,0.0003,0.0146,0.0,0.0173,0.0095,0.0059,0.0,0.0069
2804.0,16277.0,250071.0,3505.0,10309.0,11038.0,5.324,60.9,5.328,33.785,87.415,93.748,5.988383,1.0,0.03,1572.0,28.285,0.6065,0.9936,0.9983,0.99,0.9976,0.9989,0.9966,0.174,0.9983,0.9988,0.9979,0.997544,0.749311,0.998165,0.997792,0.994002,0.756889,0.999996,0.998542,53.692,4693499.0,3.4,0.000511,87.415,0.9316,0.9316,0.0,16997.0,41849.0,6.0,1.0,1.0,1.0,0.0,1.0,13054.0,2.667,0.7206,0.7361,0.6082,28.28,0.044,0.9932,0.9939,0.9868,0.9713,0.998356,0.929603,0.993404,0.989262,0.982315,0.962963,0.999929,0.999345,98.695,9252529.0,3.4,0.938272,0.9943,0.9941,1.0,93.748,1.007276,2804.0,16277.0,250071.0,0.0,0.0004,0.0012,0.001,0.002,0.0008,0.0008,0.0012,0.0007,0.0008,0.0011,0.0047,0.0047,0.01,0.0104,0.0312,0.0004,0.0021,0.0021,0.0093,0.0035,0.002,0.0022,0.0
44773.0,262041.0,4097926.0,49424.0,158228.0,172726.0,87.151,64.162,87.178,47.85,1358.302,1360.397,5.988383,1.0001,0.033,18155.0,28.285,0.593,0.9946,0.9978,0.9921,0.9979,0.9983,0.9976,0.193,0.9976,0.9978,0.9975,0.997389,0.763108,0.998796,0.997423,0.992411,0.771859,0.999997,0.998269,56.382,76583235.0,3.4,0.000511,1358.302,0.9969,0.9969,0.0,266842.0,684143.0,6.0,1.0,1.0,1.0,0.0,1.0,13055.0,3.012,0.7193,0.7287,0.6496,28.28,0.0421,0.9939,0.9945,0.9896,0.9746,0.998592,0.933918,0.994128,0.992683,0.98102,0.964668,0.999957,0.999329,105.541,143577258.0,3.4,0.938272,0.9967,0.9966,0.9973,1360.397,1.007276,44773.0,262041.0,4097926.0,0.0,0.0001,0.0003,0.0003,0.0005,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0004,0.0004,0.0025,0.0026,0.0076,0.0001,0.0005,0.0005,0.002,0.0008,0.0004,0.0004,0.0008
62583.0,367726.0,5761670.0,68251.0,220822.0,241698.0,122.476,64.429,122.514,49.622,1900.944,1907.803,5.988383,1.0001,0.033,24608.0,28.285,0.5911,0.9946,0.9981,0.9919,0.9976,0.998,0.9972,0.193,0.9977,0.9979,0.9976,0.997275,0.762189,0.998643,0.997616,0.991904,0.771293,0.999997,0.998148,56.848,108065129.0,3.4,0.000511,1900.944,0.9977,0.9977,0.0,373580.0,961673.0,6.0,1.0,1.0,1.0,0.0,1.0,13056.0,3.02,0.7195,0.729,0.6516,28.28,0.0419,0.994,0.9946,0.9896,0.9745,0.998472,0.93151,0.993923,0.992459,0.979291,0.964297,0.999954,0.999261,105.627,201515345.0,3.4,0.938272,0.9966,0.9966,0.9967,1907.803,1.007276,62583.0,367726.0,5761670.0,0.0,0.0001,0.0002,0.0002,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0021,0.0022,0.0063,0.0001,0.0004,0.0004,0.0017,0.0007,0.0003,0.0004,0.0008
